channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
SK스토아	20260708	00:31	01:31	60	[원데이 특집 스킨 최다]보닌 남성 기초 세트(스킨 4병+에멀전 3병+올인원 워시 1개+쇼핑백 2장)	원데이	[원데이 특집 스킨 최다]보닌 남성 기초 세트(스킨 4병+에멀전 3병+올인원 워시 1개+쇼핑백 2장)	단순	00:31	01:31	60	12213000	미용	화장품/미용	60000	https://live.ecomm-data.com/report/hsshow/316f4d8763f1236ede35003f50ed07cd	https://www.skstoa.com/display/goods/65030131
SK스토아	20260708	00:31	01:31	60	[믿쓰진]AGE20S 앰플 에센스 팩트 다이아 물광샷 아이스 기본 패키지(퍼플*1+실버*1+리필*3+메쉬백*1)	AGE20S	[믿쓰진]AGE20S 앰플 에센스 팩트 다이아 물광샷 아이스 기본 패키지(퍼플*1+실버*1+리필*3+메쉬백*1)	단순	00:31	01:31	60	3142000	미용	화장품/미용	99000	https://live.ecomm-data.com/report/hsshow/3490b51fc06ceb63c803912819ad6b61	https://www.skstoa.com/display/goods/65583267
신세계쇼핑	20260708	00:37	01:38	61	20071523 흥국화재 365간병 집중플랜(0121,건)-저압압력솥	흥국화재	20071523 흥국화재 365간병 집중플랜(0121,건)-저압압력솥	단순	00:37	01:38	61	0	GA	생활/건강	0	https://live.ecomm-data.com/report/hsshow/132327b2f07e727a71d2498f1e825372	https://www.shinsegaetvshopping.com/display/detail/20071523
KT알파쇼핑	20260708	00:37	01:38	61	이지듀_톤업크림	이지듀	이지듀_톤업크림	단순	00:37	01:38	61	18564000	미용	화장품/미용	119000	https://live.ecomm-data.com/report/hsshow/177ed6f51f7026a52082650fc4dd8e8d	https://m.kshop.co.kr/display/product/8423874
GS홈쇼핑 마이샵	20260708	00:38	01:39	61	26SS 게스 언더웨어 에센셜 썸머 코튼셋업 2세트 (남녀공용)	26SS	26SS 게스 언더웨어 에센셜 썸머 코튼셋업 2세트 (남녀공용)	단순	00:38	01:39	61	21983300		패션의류	53910	https://live.ecomm-data.com/report/hsshow/f1654c48d2bba686562519c8b79188cd	https://www.gsshop.com/prd/prd.gs?prdid=1115688948&brddate=20260708003800&pgmID=13454&ordChannel=WE&tveshop=Y
롯데원티비	20260708	00:40	01:20	40	[낫소] ○ 낫소 바로인 여성 매직 밴드 슬립온 + 바로 슬리퍼 2종	낫소	[낫소] ○ 낫소 바로인 여성 매직 밴드 슬립온 + 바로 슬리퍼 2종	단순	00:40	01:20	40	2208000		패션잡화	69000	https://live.ecomm-data.com/report/hsshow/43a6c10f4342dc12d4d4043b3b771310	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12913269
현대홈쇼핑 플러스샵	20260708	00:40	01:40	60	[70% 세일]더리얼  유기농 레몬즙 [20g x 14포 1박스 기준] x 12박스 (총 168포)	더리얼	[70% 세일]더리얼  유기농 레몬즙 [20g x 14포 1박스 기준] x 12박스 (총 168포)	단순	00:40	01:40	60	22096800		식품	59400	https://live.ecomm-data.com/report/hsshow/c398d12778aa00a4fbd3c15684c6a69c	https://www.hmall.com/md/pda/itemPtc?slitmCd=2237127154
NS홈쇼핑 샵플러스	20260708	00:42	01:44	62	제주단호박1	26년	제주단호박1	단순	00:42	01:44	62	13156000		식품	29900	https://live.ecomm-data.com/report/hsshow/6fa7a4693d87cf763b0722ffc547ec7e	https://m.nsmall.com/goods/36033183
CJ온스타일 플러스	20260708	00:45	01:45	60	(직) [50%sale] 골드카무트 효소 12박스+파로5봉+저당밥솥	골드카무트	(직) [50%sale] 골드카무트 효소 12박스+파로5봉+저당밥솥	단순	00:45	01:45	60	23166000		식품	198000	https://live.ecomm-data.com/report/hsshow/b0ad7802d74593b5400d6c44e4ad09ee	https://display.cjonstyle.com/p/item/2087066445
쇼핑엔티	20260708	00:52	01:52	60	(1세트)닥터조인 무릎관절 지지 의료기기	닥터조인	(1세트)닥터조인 무릎관절 지지 의료기기	단순	00:52	01:52	60	10712000	가전	스포츠/레저	59000	https://live.ecomm-data.com/report/hsshow/234ef63082b0c86437dbe4890de6b545	https://www.shoppingntmall.com/display/goods/27847871
NS홈쇼핑	20260708	01:00	02:01	61	히트상품 앵콜방송1부	히트상품	히트상품 앵콜방송1부	단순	01:00	02:01	61	25846400	일반식품	식품	29900	https://live.ecomm-data.com/report/hsshow/5a8ec263f13827d42c820965007dd4b6	https://m.nsmall.com/goods/35999648
CJ온스타일	20260708	01:00	02:00	60	[통당 최저가/CJ 1등 선스틱] 시카밤 선스틱 시즌2 패밀리패키지 (본품 8개)	넛세린	[통당 최저가/CJ 1등 선스틱] 시카밤 선스틱 시즌2 패밀리패키지 (본품 8개)	단순	01:00	02:00	60	31713000	미용	화장품/미용	109000	https://live.ecomm-data.com/report/hsshow/9d427aa1d365d328165d133c4bd638e0	https://display.cjonstyle.com/p/item/2083795084?channelCode=30002002
롯데홈쇼핑	20260708	01:00	01:55	55	[최신상]프롬바이오 위엔 매스틱 24주분 (1,100mg x 84캡슐 x 6박스)	프롬바이오	[최신상]프롬바이오 위엔 매스틱 24주분 (1,100mg x 84캡슐 x 6박스)	단순	01:00	01:55	55	17970000	건강식품	식품	599000	https://live.ecomm-data.com/report/hsshow/ed36f56411e57501bf1f0a5e091c2361	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12906873
공영쇼핑	20260708	01:00	02:00	60	[한돈 앞다리] 앞다리 순살 족발 8팩 + 별미 양념꼬리 2팩(총 10팩)	앞다리	[한돈 앞다리] 앞다리 순살 족발 8팩 + 별미 양념꼬리 2팩(총 10팩)	단순	01:00	02:00	60	26533500	일반식품	식품	39900	https://live.ecomm-data.com/report/hsshow/f0f301b3c8101f4413559ddb8c46cffa	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11936106
홈앤쇼핑	20260708	01:00	02:00	60	(이가격 방송에서만) [한일] 듀얼 믹서기 총 12종	한일	(이가격 방송에서만) [한일] 듀얼 믹서기 총 12종	단순	01:00	02:00	60	17301000	가전	디지털/가전	79000	https://live.ecomm-data.com/report/hsshow/f456fcab02e3e6fce62b4ca7154acbdf	http://www.hnsmall.com/display/goods.do?goods_code=81487849
